Year,State,Parks and recreation,Insurance trust expenditure,Water supply,Judicial and legal,Correction,Unemployment compensation,Highways,Education,Financial administration,Other insurance trust,Electric power,Housing and community development,Interest on general debt,Libraries,Miscellaneous commercial activities,Solid waste management,Workers' compensation,Public welfare,Natural resources,Other governmental administration,General public buildings,Sewerage,Employee retirement,Health,Protective inspection and regulation,Parking facilities,Air transportation (airports),Utility expenditure,Gas supply,Sea and inland port facilities,Fire protection,Transit,Other and unallocable,Hospitals,Police protection,Employment security administration,Veterans' services,Liquor store expenditure
2021,Maryland,1196655,8299516,1479960,1060252,1982631,2092769,3015837,23448249,1264087,45896,73388,2353637,2473746,193720,39027,792541,84989,16894347,789724,707147,624545,1649372,6075862,3082484,370650,47067,286983,3887971,5776,138556,1441697,2328846,4726838,444050,3148625,154555,3043,265775
2021,Tennessee,582766,5185306,1381923,871810,1235780,1309416,2731359,16091547,1046043,0,5909525,1138371,1623154,146171,37297,496871,0,13713400,541654,644226,392820,1030069,3875890,2323064,152445,13691,792935,8549496,961774,1708,894102,296275,2878659,4381146,2303915,108226,6161,0
2021,Wisconsin,760005,8311148,822752,730867,1646360,1662965,4020460,20049011,574633,0,1236814,392390,1449251,311757,17580,488152,0,15674907,734040,1060708,416435,1376197,6648183,2006969,281737,63892,313687,2397543,1046,22694,872242,336932,2590680,2745032,1991580,170020,41775,0
2021,Delaware,89680,1197820,121595,200053,376554,346559,803913,4575434,298685,0,293316,219041,317908,39034,0,118558,4605,3150257,82941,165841,95914,158506,846656,588682,100743,11648,8189,581916,0,10532,45669,167004,590702,76136,394105,179416,0,0
2021,Massachusetts,506077,18226282,1515442,1154863,1632536,9067371,3407533,26118595,1304649,167551,1317046,3558513,3215327,345560,18448,445836,43000,27157443,337067,487273,981830,1476042,8948360,2367782,356073,17768,813604,7311309,43902,110829,1433991,4434920,9537833,1735883,2463847,297044,5853,0
2021,Arkansas,273815,3360351,519099,262528,537914,385148,2196465,9274145,832886,0,437578,254668,564322,99476,42336,252260,13483,7924204,285575,274997,41223,344620,2961720,428780,108104,2660,113060,994160,1420,4173,334713,36063,527887,1578924,730710,109230,1516,0
2021,South Dakota,166462,1030071,185014,110375,231445,71481,1212779,2694017,348936,0,172889,113648,196782,32524,38259,62080,1282,1747405,169181,95650,64244,124257,957308,189699,41249,6326,100805,397991,10235,0,85631,29853,414015,136788,245154,19078,6843,14350
2021,Virginia,1159134,9138510,1338039,1113611,3018432,2215437,6894638,29529900,1673182,0,394213,1498340,2313024,367437,14482,801763,4946,19679425,342630,848674,1119637,1752822,6918127,3062070,333699,63290,964942,3706934,203673,479415,1674572,1771009,3881227,5171940,2911824,147576,92301,897448
2021,Connecticut,264482,7495668,349412,682771,879171,2399034,2157939,14639383,643679,0,309030,792600,2138865,182257,3625,279388,22978,3846724,172639,667034,117274,574288,5073656,1296795,106321,51734,32374,1649048,19563,1229,604643,971044,4727388,1667819,1307453,21800,27078,0
2021,Iowa,418125,4159302,669040,390834,492994,710951,3147658,11846105,478345,0,489452,427941,639131,158322,75938,364213,9500,7677534,535960,280460,127418,832040,3438851,513992,117775,20841,139817,1371766,93548,24,299391,119725,1838173,4880518,946948,46016,1980,297161
2021,New York,3136996,57284452,3344801,4938497,6097247,17994604,12093500,92005319,4077320,0,7095592,8116705,14871096,1173630,50434,3896368,1518195,84379706,573988,1389042,1503889,4216597,37771653,8398813,737285,99814,3231969,34510362,6206,232854,4133491,24063764,24785631,20303803,10709817,549042,6979,0
2021,Alaska,127231,1899604,208945,250638,379352,389603,1303421,3251185,408072,0,408563,311649,272310,39074,401285,133604,3130,2653886,363556,299712,83556,139708,1506871,590942,44699,11163,331616,751238,74912,141654,250147,58818,984240,513076,405508,52200,0,6881
2021,North Dakota,266169,1028094,325110,121256,225907,380174,1353548,3424102,281606,0,21987,97949,313312,23596,279394,90706,94913,1766343,468267,110928,63876,132972,553007,372697,70885,26646,140697,371754,136,0,90182,24521,549212,81886,275627,20567,793,0
2021,Minnesota,1376007,9588256,1090115,815716,1167359,3957782,5664946,21026804,1761029,0,1424404,1210873,1580682,236153,29549,498104,12599,18920927,911347,655344,305096,1199500,5617875,1852276,149174,77717,624490,3408710,86639,65766,567069,807552,2993480,2247726,2570716,62683,21545,292813
2021,Florida,4100749,21187400,4972147,2671912,5143835,6709919,12130372,50630154,4373982,0,4341589,2871843,3642704,704931,2166710,3176871,40195,33266197,5021030,1629139,319591,4998680,14437286,8681819,1093098,221942,3620779,11842311,247084,868902,5215336,2281492,12956284,11945825,10587897,388473,13709,0
2021,Kentucky,356991,6602217,1095364,586893,903404,1792765,2260365,12826856,497060,0,551637,456504,1399023,354700,54918,238974,140410,15934062,433573,558455,87418,1455488,4669042,1085975,152468,32638,366735,2119158,275013,30112,455108,197144,1017611,3210251,1047006,125290,54887,0
2021,California,7109236,110711536,20760783,9247820,17995178,35776188,23767005,159872919,4974509,7558708,12543932,10545080,17478625,1715881,1277243,4070634,1112549,151467254,7804895,8176922,792769,10586419,66264091,31689948,5497676,502384,5094272,54966983,288594,1050312,11290539,21373674,21149017,36486905,24897685,243482,25615,0
2021,Texas,3418912,37660768,10641368,3885280,6298999,15730683,19486423,101148033,3242991,0,6873219,2957613,10418092,686346,41339,1787419,370871,51470872,2547270,3044365,1134925,5205738,21559214,13086545,1007700,35609,2290066,21006979,572938,748374,4494729,2919454,9749681,24503241,9828631,265992,371887,0
2021,South Carolina,647632,5098982,1197065,516151,802051,1269758,2208159,16900075,631824,0,2056543,566717,933387,190859,6955,509579,88653,8944609,271127,808816,273326,860182,3740571,1901974,177980,65520,173279,3556561,236244,493623,702874,66709,1652213,8043602,1411790,89998,2437,0
2021,United States Total,47553587,556562145,82729791,52416687,86905847,176945449,206435893,1143137317,54784664,8760781,77859647,65005887,112695235,13583969,5529760,29778671,7917197,862254550,36632623,44035638,17357113,67987201,362938718,140278217,17048730,2177280,33356115,257360144,6259717,6785905,61230685,90510988,195154025,236872712,134976395,6269700,989108,10505365
2021,Wyoming,150257,1054912,143690,128190,212052,175717,742484,3234889,196982,0,90656,20319,51429,36832,22644,88821,169352,914063,223290,200144,73946,83403,709843,635483,38563,420,158469,239718,0,0,81762,5373,1074040,1336859,221969,25051,155,129351
2021,District of Columbia,345910,2036502,409536,231820,275847,1497798,671219,3479917,392780,0,0,636233,663008,82807,0,172217,0,4711332,111503,247842,246128,403613,538704,1335426,131873,32858,0,3755052,0,0,370694,3345516,1208418,302614,668928,37714,0,0
2021,Indiana,531255,4220680,875650,692805,1246008,1519809,3827877,20241762,643218,0,1316780,1140927,1876644,388553,25794,307774,7109,18222297,472778,1071527,188866,1568597,2693762,1501492,137984,15589,275892,2740372,263100,60904,1022771,284842,3515111,6048653,1708408,92113,7657,0
2021,Oklahoma,545354,4562417,1076228,361854,741319,1597401,3058683,11714581,642425,0,1016021,652096,515089,123793,33713,329566,0,7474819,234323,612011,55482,431344,2965016,1565225,178492,13520,192136,2221771,36128,13271,602121,93394,1122142,1612653,1179575,136688,18350,0
2021,New Hampshire,94999,1087098,143760,175440,214647,174805,795539,4568038,597705,0,5839,296674,396310,60751,6815,144201,0,3054316,48801,261747,74852,221236,912293,219630,72654,14708,45697,197687,0,0,312263,48088,867967,73623,486148,40349,4508,620459
2021,Nevada,678089,6366459,1116374,557736,865157,3296875,2103739,7815339,423620,0,116673,385208,964781,117280,26680,38078,0,4847513,330546,369335,147590,583229,3069584,740238,219217,10922,373616,1529817,0,0,645989,296770,981709,1282717,1464959,69267,5105,0
2021,Pennsylvania,1213643,22321175,1801924,2237898,3780327,7969224,10675726,47088012,2348289,0,149209,2514043,4263034,398373,5166,984226,33743,41079078,795178,2026106,1455883,2712743,14318208,6521252,419358,214595,678403,4941944,436688,17461,988501,2554122,4305556,5703624,4983900,102823,7152,2029173
2021,Oregon,747828,9175955,1106725,911819,1603532,2789246,2682729,16896111,1194811,0,765012,1167482,1383475,258486,26454,190404,335659,14355806,756388,1094583,286527,1150289,6051050,2241868,537446,23730,682149,2885719,391,148257,1050404,1013591,2998129,3263650,1650130,138071,6854,521069
2019,Vermont,68692,464874,99875,96220,143334,65177,673680,2783893,107029,0,154552,163034,98247,25051,32955,39271,0,1864122,119516,95800,29589,96444,399697,412373,35595,5725,44535,287414,0,0,78206,32987,171546,23357,213891,1700,1083,66631
2019,Rhode Island,82205,1585030,218820,165960,251473,146437,658844,3659182,211723,199703,7347,273256,512262,46870,2215,117234,1043,3284006,88860,266883,98003,189429,1237847,275449,34745,2282,33775,354962,0,2502,314940,128795,538187,55448,498047,42494,0,0
2019,New Mexico,330375,2564000,447623,354768,801110,134199,1033225,6844188,361196,0,168863,182699,575454,35703,5975,220078,199,6325879,332678,272678,215195,189800,2429602,523385,59207,9233,72553,845298,76461,0,323158,152351,977377,1490996,766621,10328,4518,0
2019,Maine,96228,1111024,121927,119621,251380,86252,956556,3835900,355878,0,15389,300917,240488,45601,8797,122456,0,3544841,155224,164769,122964,222533,1024772,303301,53234,6819,61808,196940,50,8074,187803,59574,737496,207236,328205,57250,617,133175
2019,North Carolina,1298129,6620523,1614260,851930,2129973,167623,6578290,29082097,1517439,0,2225068,1727423,2075416,294530,13393,877819,0,15631283,875910,984262,512082,1227424,6452900,4218463,355025,63707,923597,4756579,142774,86550,1156378,774477,1634957,12702324,3400504,119630,23510,741870
2019,Kansas,386230,2087044,764133,341834,524941,134423,1640274,10337062,421125,0,765087,213997,665449,140455,17322,181484,2436,4742801,272099,442799,166464,421220,1950185,722966,83929,5532,89233,1615405,36399,0,387971,49786,1068545,3650595,1026649,31504,11777,0
2019,Louisiana,791015,5204925,534183,610908,979553,127601,2173512,12722230,744987,29282,509653,582266,1225798,188029,56516,330486,58659,12647450,968136,486287,133072,619940,4989383,800554,116172,16164,528967,1346271,85689,394058,685746,216746,1847953,3136093,1619988,120655,7800,0
2019,Ohio,1651022,17857347,1890605,1934074,2353619,817252,5998183,37417850,2197474,0,1213633,2091420,3447908,545778,73343,590701,369563,29660643,517899,1437305,612840,2872581,16670532,3390984,337198,52565,390402,3772478,40230,21696,2153614,628010,3353649,6040859,3931325,117544,34250,1013714
2019,New Jersey,736436,14256041,756565,1626116,2211217,1963782,4654390,42400148,1434196,521753,155956,1382442,3569619,298706,708,933405,221903,19158743,487118,589269,510284,1573096,11548603,2480017,485679,61354,39377,4113018,0,98777,1000046,3200497,10228399,2775646,3704906,190068,13877,0
2019,Nebraska,292132,1270822,363060,196532,555562,63958,1697986,7361042,291161,0,3587008,280970,339591,77215,11499,112553,639,2946570,288993,228224,58477,399328,1206225,324769,76596,14664,103660,4326416,327892,0,276186,48456,942459,853417,557077,41131,3180,0
2019,Mississippi,258889,2953324,382963,293394,517473,61738,1750382,8303014,500387,0,394215,324057,536424,44126,7001,198842,0,6323325,296831,281819,95341,293140,2891586,415127,100864,2724,65663,911913,111369,57707,303333,23366,604094,4135930,782916,36272,33819,307076
2019,Idaho,205669,1281468,135104,237611,449654,86903,1230065,4019033,299309,0,80136,211852,267302,59137,5363,208756,154062,2883295,373146,165193,246007,252585,1040503,350593,76549,802,49709,244464,0,1906,246645,29224,502604,788433,477362,7517,0,143619
2019,Arizona,940530,5066951,1615686,1045426,1842447,209766,2868530,18793098,563233,0,3564978,557161,1168223,204585,11633,497344,0,15917074,507042,670973,209209,765062,4857185,931396,217527,10309,769380,6212129,37748,0,1425257,993717,1508985,751933,2885044,111914,10732,0
2019,Hawaii,306186,1645696,401661,325461,241512,159558,820827,3973774,283715,0,0,327178,380565,36574,396,289784,0,2953650,147594,225040,140301,444408,1486138,633872,73644,3353,747912,1257254,0,109703,268782,855593,2021614,531509,506957,7526,0,0
2019,Washington,1481769,7598210,1762545,1169889,1810019,955732,4787193,28726227,885612,0,5677335,1474298,2934093,522174,91311,804046,1653158,12707009,1320155,660571,136007,2166122,4989320,4571525,569600,20149,1180957,10977569,5813,578947,1525552,3531876,2833790,6870431,2347883,194111,13981,0
2019,Colorado,1696548,6339450,1869700,949887,1406778,381785,3188045,18918596,1201551,3773,1106141,1162838,2478778,276805,102120,127473,379094,9752054,626921,1097989,285817,1339987,5574798,955211,128464,53875,866357,4405223,176938,0,1614812,1252444,2569549,2979924,2117477,42042,6327,0
2019,Utah,664576,1863604,853662,422284,600821,153900,2188969,11332054,638296,0,1042672,487160,599219,125340,36988,218426,14138,4282538,329171,503644,449684,470955,1695566,913477,101586,176,860273,2489114,9367,0,355937,583414,1318965,2863156,902936,10275,4102,304779
2019,Alabama,493863,3813760,965478,436285,824534,145909,2653153,15083283,680317,0,1898372,572028,971457,106095,19579,342836,0,7179904,247371,505482,124383,521297,3667851,950153,172773,16303,168732,3303891,367612,155826,536407,72429,1448208,7036891,1350703,98175,6934,351058
2019,Georgia,1128770,8464945,2095250,1537984,2175217,295567,4378028,30764898,1342949,33734,2559259,1066452,1604211,188963,49272,790236,0,13249267,687207,739867,566489,1275639,8135644,2030669,153450,8954,900470,6362412,805595,507601,1309855,902308,2526334,5658477,2943596,25660,14190,0
2019,Montana,127044,1139907,203517,204111,258574,101302,970634,3137311,224508,0,1416,82129,208411,35461,77136,83902,127304,2303997,325312,185531,64931,160994,911301,408804,41171,6968,51396,248860,0,1426,147729,43926,264501,150296,350823,46290,2394,89874
2019,West Virginia,221463,1704713,284836,268826,396573,153912,1539305,5285756,425125,0,13172,171177,379644,45291,1135,66064,130077,4832947,229894,271545,111495,256671,1420724,265321,79454,7603,69733,355829,227,1407,132364,57593,670852,384621,434084,20273,10771,83004
2019,Missouri,791864,6032581,679510,594028,972461,246218,2583419,16088232,714992,0,1453885,764146,1939434,299354,26088,162173,94316,10004628,340756,614407,185582,1214081,5692047,2467433,118003,20335,364977,2793510,125832,3135,1287016,534282,2383960,4720925,2083211,39388,927,0
2019,Illinois,3070040,22434512,2904194,1500498,2378307,1688356,7478787,39500936,2003865,0,1306016,2105511,7866646,861556,13823,620608,40548,24022886,673975,2162841,730450,1598663,20705608,2148819,243556,45713,1814437,8543209,219309,6456,2494592,4113691,10425073,4330809,5599435,44514,19489,0
2019,Michigan,1017459,10217293,1932489,1397052,2580288,736593,5201703,33114602,1572603,0,1471973,1062986,3270821,400460,92219,546819,9492,19127119,467524,863008,216396,2631679,9471208,4328022,566483,58971,569986,4115012,0,53513,1243397,710550,4431965,5828428,2795036,184312,0,953839
2019,Maryland,1080421,6195498,1580170,1019840,1959849,433842,3727054,22303594,1095913,67690,73777,1631886,2389644,181750,39704,714729,93061,13943484,792865,692744,371463,1677017,5600905,1839047,289450,50564,288518,3687627,6222,142265,1287888,2027458,4106222,399342,2966081,42238,2494,266851
2019,Tennessee,695697,3728289,1255347,893890,1177504,186248,2729072,15445142,1064411,0,6730577,804893,1623632,154701,45043,552779,0,11949498,431564,581284,347520,869383,3542041,1833931,152058,27862,746199,10397501,2109694,1519,843336,301883,1991113,4450323,2265609,54920,6277,0
2019,Wisconsin,756965,6576354,766045,702093,1516586,387599,4722485,19824634,557843,0,1226155,352822,1304424,314775,14247,431797,0,13479125,658937,1038270,340213,1174608,6188755,1446025,239845,57518,297875,2356761,1408,20761,723354,363153,1268715,2490366,1899912,88604,25441,0
2019,Delaware,94196,855708,101070,201675,358863,60485,819663,4317308,246483,0,319218,172371,300685,39937,15,103801,4873,2656797,75169,163078,110914,263538,790350,525068,74551,11283,7902,586463,0,33847,37185,166174,268798,80136,373219,17166,0,0
2019,Massachusetts,545352,9554666,1399864,1114776,1605155,1451316,3221448,24121785,1220746,0,1462446,2986384,3314543,323766,18174,391435,43000,24638687,272303,438021,1070761,1489942,8060350,1958998,346789,21701,708545,6502837,43788,118607,1392052,3596740,7319235,1567908,2356586,215600,5955,0
2019,Arkansas,275009,2237843,513402,238641,523431,98346,1711951,8916534,650411,0,470177,244228,511791,91919,46234,244868,14209,7763829,328738,250066,38159,301510,2125288,280080,100570,3341,115417,1015880,1400,4837,315024,30901,425182,1377949,709273,93953,1832,0
2019,South Dakota,157224,655741,168406,102872,201272,26114,973820,2525729,179631,0,173048,92339,202936,31639,39120,56266,517,1255413,175187,87238,61822,106003,629110,122739,37630,3610,78679,374969,10700,0,71576,22815,317130,129570,221370,11567,1845,13614
2019,Virginia,1188891,6573213,1383975,1046840,2830999,277165,5899357,28449368,1686117,0,420894,1055674,2340680,372443,9591,677990,6562,14239681,311160,736675,859646,1604199,6289486,2608364,317224,62639,871357,3521396,198359,577211,1515352,1518168,2628274,5805933,2553523,74435,39460,695129
2019,Connecticut,305682,5935186,393555,682420,646430,602724,2114002,13740605,608809,0,351119,758592,2490756,178353,4166,286699,22879,4002525,198962,707418,124918,647498,5309583,1027887,101661,61490,44788,1432725,23676,1591,599252,664374,3698555,1487248,1246334,20925,26267,0
2019,Iowa,431920,2829221,620691,383016,461451,369952,3037850,11265690,406712,0,515910,264908,595605,151171,64589,337047,7138,6625797,567024,255308,115665,742564,2452131,383350,111437,30477,121554,1313580,61096,22,289725,115884,1256137,4193279,874584,50511,1726,239477
2019,New York,3138922,38144012,3282398,4434126,6253231,2070776,14092192,91436346,3805313,0,6862498,8076478,14766578,1133262,41146,3460190,1468849,79202708,709957,1368042,1409918,4150226,34604387,7317572,773519,88419,3151392,32405317,6761,341990,4102085,22253660,22129179,18189830,10745601,211818,6369,0
2019,Alaska,125016,1464508,138112,244015,338387,85082,1294366,3174417,388968,0,358539,233344,294695,36804,274725,120233,3318,2749874,403454,296496,83632,159432,1376108,235442,44191,27108,397880,646360,98965,139381,228239,50744,649172,469334,383326,32654,0,6868
2019,North Dakota,272234,691095,424866,107569,173389,77888,1248663,3026575,157569,0,21196,92842,299531,22239,259425,76312,147667,1562011,298235,93178,47135,79805,465540,226598,41268,8411,174814,465158,128,0,86564,18968,441525,52720,239431,15546,630,0
2019,Minnesota,1299757,6101677,916835,785652,1137098,775076,5005507,19764338,1567386,0,1504988,1113283,1717678,232207,19524,469918,64397,17006866,905725,584636,259606,1021336,5262204,1336381,157383,66923,582801,3131780,96842,57684,538295,613115,2390749,2148019,2329652,45110,20543,254930
2019,Florida,3762035,13558849,5081722,2628457,4937810,329943,12131708,47200063,3760547,0,5441310,2670481,3668800,664390,4859982,2998844,42853,28838752,4905874,1346220,302261,4093892,13186053,6751628,943691,226478,2589423,12898012,270298,554087,4514722,2104681,8384735,10925170,9266340,308238,12319,0
2019,Kentucky,376889,4839754,928526,577695,913068,287650,2273915,12775602,516265,0,635285,460949,1297787,258735,61254,227449,137974,11801422,493561,528620,101158,1059699,4414130,779275,137740,31780,219908,2083070,313579,23526,392081,205679,895814,2701262,818618,111066,55901,0
2019,California,7037780,71201273,18714926,9908300,15146221,5110692,20046391,151754198,5015829,6224177,12014723,9423888,17266960,1625875,1334589,3881239,1019919,136278439,8459380,7209782,622651,9687472,58846485,29906300,4877945,512817,6114770,47909070,286266,1560230,9971813,16893155,11968211,31794401,20609112,283798,22137,0
2019,Texas,3268301,21546311,10155447,3312778,6252452,2033569,23823645,94130812,2724379,0,6811063,2927950,10189223,623296,29516,1675106,403267,42060850,1926177,2382053,1029902,4758557,19109475,6280552,927764,35355,1957637,20548335,591584,727394,3861501,2990239,6213843,21307890,8818557,94876,979555,0
2019,South Carolina,643337,3690905,944441,411563,787209,156963,2242536,16014130,623933,0,2307002,573865,901264,201226,8059,480063,36141,8291111,252054,616257,251641,788462,3497801,1515657,149599,52055,220675,3616317,278695,444856,575675,86180,1051638,7062545,1390348,63244,0,0
2019,United States Total,48820311,372314145,78073926,50485806,82516603,27079539,202751755,1093842504,50812057,7080112,80553861,57808038,112949472,12912286,8062996,27717333,7306452,745661110,35722012,38039494,16064196,62799634,330848042,112838281,15671910,2206749,31615997,248279211,7829436,7011444,55630555,81821987,144392201,211872420,123057057,3898868,1475515,8811363
2019,Wyoming,142469,849572,141282,128311,223525,45336,687860,2806265,187556,0,87820,17333,54643,32397,25613,94843,162086,877334,213817,196840,173575,75714,642150,418998,37318,1563,122734,236410,0,0,89151,7308,596873,1311238,226092,24457,18,107658
2019,District of Columbia,359510,599012,342518,171797,257240,120010,610896,3113274,306211,0,0,1182490,640706,134771,0,137545,0,4093260,101345,157832,256397,449454,479002,670833,126409,35508,0,4632176,0,0,307370,4289658,625363,293380,657169,43743,0,0
2019,Indiana,572359,2822998,857290,642726,1111208,242422,3396516,19391788,593095,0,1332350,988837,1828279,357806,17676,312194,6667,15025834,493188,964993,156486,1350939,2573909,1052369,142312,17743,289461,2749920,309051,22111,911941,251229,2736299,5237243,1553871,83567,11410,0
2019,Oklahoma,599808,2835416,1060116,352361,776227,212867,2789890,11171333,509715,0,1049081,644562,476177,142839,45383,269611,0,7035866,184386,362208,49855,376704,2622549,1139164,166886,11464,146724,2254242,28309,9618,632528,116736,733475,1316432,1094437,74933,14645,0
2019,New Hampshire,109524,879556,126797,177662,219888,44613,754910,4336694,602094,0,5892,226064,423968,58611,4169,129872,0,2476275,60541,285232,91678,251943,834943,166140,69845,18097,45795,167388,0,1102,258344,34700,358887,69340,486833,22946,1395,559778
